ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,prompt_text_cosine_similarity,avg_sentence_cosine_similarity,label
11,3,0,24,0,10,5,4,0,3,4,4,10,0.029173419773095625,38.35,13.9,5.278350515463917,26.5,1.0198078155517578,1.1503770351409912,0.9706557393074036,0.979158878326416,0
6,2,0,7,0,6,2,2,0,1,2,1,4,0.025974025974025976,52.19,10.7,5.0,21.0,1.0846320390701294,1.0539275407791138,0.971264123916626,0.9772228598594666,0
3,0,0,3,0,0,0,1,0,1,0,1,1,0.013513513513513514,68.77,6.4,5.545454545454546,14.0,1.0212621688842773,1.0212621688842773,0.9864382743835449,0.0,0
12,3,0,18,1,7,1,3,2,1,0,1,5,0.02364066193853428,42.0,12.5,5.415384615384616,25.0,1.0045322179794312,1.0102720260620117,0.9742912650108337,0.9712694883346558,0
12,5,0,34,0,14,8,6,1,0,0,1,6,0.013959390862944163,28.33,13.7,6.224299065420561,20.666666666666668,1.0832828283309937,1.078211526075999,0.9652389287948608,0.9764697074890136,0
5,1,0,6,0,4,2,1,0,2,1,0,1,0.016304347826086956,25.12,17.0,5.275862068965517,32.0,1.0040370225906372,1.0040370225906372,0.9765176773071289,0.0,0
14,4,0,34,1,8,5,2,0,1,3,6,2,0.0032258064516129032,1.94,23.8,5.9772727272727275,48.0,1.0081818103790283,1.00661301612854,0.9693474769592285,0.9744390249252319,0
9,0,0,27,0,7,3,3,1,1,3,4,3,0.012711864406779662,23.05,15.7,5.768115942028985,25.333333333333332,1.1898285150527954,1.2543957630793254,0.9616418480873108,0.9836041331291199,0
4,0,0,4,0,2,0,1,0,0,1,0,1,0.00909090909090909,22.41,13.9,6.333333333333333,16.0,1.0014095306396484,1.0014095306396484,0.9780323505401611,0.0,0
11,2,0,13,1,3,0,3,1,1,1,2,4,0.009836065573770493,54.52,9.8,4.9411764705882355,18.333333333333332,1.0974758863449097,1.1534607410430908,0.9769855737686157,0.9781940877437592,0
4,2,0,24,0,5,1,2,0,0,2,1,1,0.01881720430107527,34.09,15.6,5.491228070175438,30.0,1.1750513315200806,1.0748761892318726,0.9542086124420166,0.9821780323982239,0
5,1,0,13,0,8,3,2,0,2,0,0,0,0.006535947712418301,-0.1,18.4,6.365853658536586,23.0,1.0004956722259521,1.0003318190574646,0.9712792038917542,0.9841760993003845,0
2,1,0,11,0,6,1,2,0,0,3,2,1,0.08502024291497975,43.22,12.1,5.125,22.0,1.0026220083236694,1.0027034282684326,0.9795336723327637,0.9779033064842224,0
5,0,0,20,1,6,1,3,2,0,0,2,2,0.018404907975460124,30.16,13.0,5.551020408163265,19.0,1.1404484510421753,1.2882696787516277,0.9635398983955383,0.9617103636264801,0
4,3,0,14,0,3,0,2,0,1,1,0,0,0.045081967213114756,28.84,13.5,6.117647058823529,18.5,1.7766001224517822,1.582871675491333,0.9813099503517151,0.9829577207565308,0
6,0,0,4,0,1,0,1,0,1,1,0,0,0.032520325203252036,20.38,14.6,6.235294117647059,18.0,1.0004117488861084,1.0004117488861084,0.9788503646850586,0.0,0
8,1,0,20,0,5,1,3,2,2,5,1,5,0.041463414634146344,48.43,12.1,4.746478873239437,25.666666666666668,1.0047165155410767,1.0020147164662678,0.9716832041740417,0.9825218617916107,0
2,0,0,6,0,2,0,1,0,0,1,0,0,0.009615384615384616,47.79,10.3,5.933333333333334,16.0,1.004826307296753,1.004826307296753,0.9788487553596497,0.0,0
2,1,0,3,0,2,0,1,0,1,1,0,0,0.027777777777777776,62.68,8.7,5.352941176470588,18.0,1.0110948085784912,1.0110948085784912,0.9842957854270935,0.0,0
10,0,0,8,0,4,0,2,0,0,2,1,1,0.040983606557377046,4.98,16.4,6.59375,17.5,1.000401496887207,1.0019306540489197,0.9737149477005005,0.9833930730819702,0
4,3,0,19,1,5,0,3,0,2,1,5,3,0.008695652173913044,36.59,12.6,5.452830188679245,19.0,1.0539525747299194,1.0094883441925049,0.9840906262397766,0.9754363000392914,0
4,0,0,11,1,3,2,2,0,0,2,1,0,0.04310344827586207,21.4,14.3,6.15625,18.0,1.0077840089797974,1.0102741718292236,0.9846181273460388,0.977925181388855,0
6,5,0,12,0,4,2,2,2,0,1,0,0,0.026936026936026935,17.34,15.8,6.0,24.0,1.0029898881912231,1.388265073299408,0.9740374088287354,0.9708982110023499,0
4,9,0,5,0,5,2,2,0,0,0,0,0,0.07079646017699115,29.35,13.3,5.757575757575758,18.5,1.0858309268951416,1.1368671655654907,0.9877308011054993,0.9809888005256653,0
13,3,0,14,0,6,2,3,2,0,2,2,1,0.007537688442211055,19.06,15.1,5.912280701754386,21.333333333333332,1.00374174118042,1.0307448705037434,0.98209547996521,0.9613224565982819,0
8,1,0,16,0,5,0,2,0,2,5,4,5,0.0064516129032258064,44.07,13.8,4.722222222222222,28.0,1.205274224281311,1.2647657990455627,0.963189959526062,0.9859546422958374,0
9,1,0,11,1,2,3,1,0,0,0,4,2,0.0031847133757961785,1.44,24.0,6.068181818181818,48.0,1.008095145225525,1.008095145225525,0.9848300814628601,0.0,0
5,0,0,4,0,1,0,1,1,1,0,0,0,0.056910569105691054,12.94,15.4,6.235294117647059,19.0,1.0026053190231323,1.0026053190231323,0.9956926703453064,0.0,0
5,0,0,3,0,2,1,1,0,0,0,0,0,0.008620689655172414,37.3,12.3,5.764705882352941,19.0,1.0049031972885132,1.0049031972885132,0.9706619381904602,0.0,0
4,1,0,30,2,3,1,2,0,2,3,2,3,0.058823529411764705,54.9,13.8,4.298507462686567,35.5,1.578364610671997,1.1412509679794312,0.9741967916488647,0.9920473098754883,0
2,0,0,7,0,4,0,1,0,0,1,2,1,0.039473684210526314,36.63,14.6,4.846153846153846,27.0,1.1005750894546509,1.1005750894546509,0.9696959853172302,0.0,0
3,0,0,4,0,3,1,1,0,0,0,0,1,0.015503875968992248,58.62,10.3,5.095238095238095,23.0,1.8489959239959717,1.8489959239959717,0.9789599180221558,0.0,0
11,1,0,14,0,3,0,3,0,1,2,3,1,0.00909090909090909,21.4,14.3,5.833333333333333,17.0,1.001070499420166,1.001273512840271,0.9706671833992004,0.981784999370575,0
3,0,0,8,0,3,0,1,1,0,1,2,0,0.00684931506849315,50.16,11.5,5.636363636363637,24.0,1.0256564617156982,1.0256564617156982,0.9681634306907654,0.0,0
5,1,0,5,0,5,1,2,0,0,1,1,4,0.021739130434782608,52.7,10.5,5.162162162162162,20.0,1.031023383140564,1.0283993482589722,0.9796774387359619,0.9695395827293396,0
12,0,0,17,0,5,2,2,0,2,3,2,1,0.015584415584415584,23.6,17.5,5.161290322580645,33.5,1.56540048122406,1.3040568828582764,0.9821556806564331,0.9830766916275024,0
3,1,0,10,0,2,1,1,3,0,1,0,1,0.040229885057471264,43.06,14.2,4.580645161290323,36.0,1.012376308441162,1.012376308441162,0.9746066331863403,0.0,0
