ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,label
10,6,0,28,0,12,3,4,0,2,2,8,1,0.02848575712143928,36.63,14.6,5.150943396226415,29.25,1.1539223194122314,1.0060895681381226,1
9,1,0,26,0,8,1,3,2,1,1,2,6,0.013461538461538462,21.74,16.2,5.786666666666667,27.666666666666668,1.286171317100525,1.1562955379486084,1
11,1,0,22,0,9,2,4,1,2,0,2,1,0.007984031936127744,35.27,13.1,5.35064935064935,21.0,1.3643213510513306,1.1121951639652252,1
10,7,0,29,0,9,3,4,0,0,1,3,2,0.00644122383252818,23.46,15.5,5.831460674157303,24.0,1.3232483863830566,1.0527029037475586,1
14,3,0,27,4,12,6,5,1,1,3,2,7,0.022435897435897436,67.89,8.8,4.950980392156863,22.8,1.2724742889404297,1.0301688671112061,1
11,5,0,13,1,7,1,3,1,3,0,0,1,0.013333333333333334,16.02,16.3,5.681818181818182,23.666666666666668,1.7143398523330688,1.468082586924235,1
11,1,0,30,0,11,4,4,1,1,2,3,10,0.0068846815834767644,48.13,12.3,5.096774193548387,25.5,1.2966912984848022,1.0274759829044342,1
7,2,0,17,0,8,3,4,0,0,1,3,5,0.026262626262626262,42.92,12.2,5.075949367088608,22.0,1.3085421323776245,1.003127008676529,1
3,0,0,23,0,9,7,4,0,1,1,5,5,0.00808080808080808,44.75,11.5,5.638888888888889,20.75,1.41771399974823,1.075442612171173,1
13,6,0,33,3,9,7,5,4,2,2,5,3,0.029871977240398292,40.89,13.0,5.04424778761062,26.2,1.1216636896133423,1.0790413618087769,1
7,2,0,11,0,5,5,2,0,0,1,1,1,0.022508038585209004,61.97,9.0,4.60377358490566,20.333333333333332,1.288228154182434,1.0056209166844685,1
6,8,0,42,0,14,8,5,1,3,0,2,1,0.006165228113440197,39.87,13.4,5.737288135593221,26.4,1.1290239095687866,1.081705355644226,1
13,2,0,23,0,10,5,4,1,3,2,2,2,0.00641025641025641,38.35,13.9,5.214285714285714,27.0,1.2084717750549316,1.0030849874019623,1
10,5,0,22,0,15,3,3,0,2,1,4,3,0.004838709677419355,16.36,18.3,5.909090909090909,31.333333333333332,1.1452035903930664,1.0903552373250325,1
9,2,0,22,2,11,2,3,2,0,3,5,6,0.005555555555555556,28.17,15.8,5.6125,29.0,1.1448918581008911,1.1139442125956218,1
15,7,0,33,0,10,3,5,0,1,1,4,10,0.006775067750677507,40.48,13.1,5.473214285714286,24.0,1.118585228919983,1.0043548583984374,1
20,3,0,28,0,9,5,4,0,2,3,6,5,0.006134969325153374,22.75,15.8,5.923913043478261,25.25,1.2768055200576782,1.086404412984848,1
7,3,0,13,0,3,2,2,0,1,1,1,1,0.023026315789473683,31.72,14.4,5.533333333333333,24.5,1.2648210525512695,1.0035898685455322,1
28,1,0,91,0,21,11,11,2,3,1,10,3,0.011988716502115656,43.93,11.8,5.598086124401914,20.333333333333332,1.1376138925552368,1.156151572863261,1
19,7,0,49,4,21,9,6,1,2,4,3,8,0.004979253112033195,16.66,18.1,5.7272727272727275,32.166666666666664,1.1205978393554688,1.0006769100824993,1
15,5,0,29,0,14,6,5,0,2,4,3,6,0.030013642564802184,40.28,13.2,5.392857142857143,24.6,1.2306047677993774,1.023231029510498,1
18,3,0,34,1,6,6,4,0,6,1,4,8,0.005891016200294551,44.07,13.8,5.138888888888889,29.5,1.2739108800888062,1.052020788192749,1
3,0,0,6,0,3,1,1,0,1,0,0,0,0.0364963503649635,84.68,4.4,4.333333333333333,13.5,1.5656824111938477,1.0037771463394165,1
8,2,0,22,0,9,5,3,0,1,2,3,3,0.005703422053231939,36.63,14.6,5.564102564102564,28.666666666666668,1.154116153717041,1.2031668027242024,1
11,3,0,35,1,14,3,4,3,2,5,6,4,0.013414634146341463,24.31,17.3,5.614754098360656,33.0,1.087090015411377,1.0271583497524261,1
8,4,0,36,0,11,6,6,0,1,2,6,10,0.008356545961002786,28.03,13.8,5.542056074766355,19.833333333333332,1.2325249910354614,1.0492880940437317,1
16,4,0,29,0,9,2,4,2,2,1,4,7,0.005681818181818182,12.97,17.5,5.93,27.0,1.1279419660568237,1.0036654472351074,1
25,11,0,51,0,24,14,6,5,1,4,2,5,0.00528169014084507,11.25,18.2,5.851851851851852,31.333333333333332,1.1066745519638062,1.0576526920000713,1
6,0,0,8,0,2,2,2,0,1,0,0,0,0.026785714285714284,29.35,13.3,5.171428571428572,19.5,1.5847525596618652,1.0063536763191223,1
10,0,0,19,0,5,9,2,0,0,0,1,1,0.020512820512820513,34.09,15.6,5.322033898305085,36.0,1.524861454963684,1.320387601852417,1
12,2,0,20,0,9,4,4,0,2,1,2,1,0.00823045267489712,20.58,14.6,5.855072463768116,19.5,1.1876612901687622,1.0017191469669342,1
47,8,0,93,2,24,21,14,2,5,7,12,8,0.007281553398058253,9.48,16.8,6.304347826086956,22.714285714285715,1.0347487926483154,1.0260266150747026,1
7,4,0,28,9,16,7,6,0,2,7,4,6,0.07763157894736843,58.92,10.2,4.75,25.0,1.0874979496002197,1.0009151498476665,1
6,3,0,16,0,7,2,2,1,1,3,4,4,0.03365384615384615,40.38,13.2,4.9411764705882355,37.5,1.1698265075683594,1.0591689348220825,1
8,3,0,22,0,8,5,3,0,1,0,2,1,0.014799154334038054,32.53,14.1,6.030769230769231,25.0,1.4078872203826904,1.0711776812871296,1
15,2,0,27,0,6,4,4,0,0,1,4,4,0.021739130434782608,24.78,15.0,5.928571428571429,23.5,1.1545809507369995,1.004733681678772,1
11,1,0,21,0,9,2,4,0,0,0,4,6,0.009029345372460496,29.04,13.4,5.432835820895522,18.25,1.291502594947815,1.2610149383544922,1
5,3,0,24,0,13,3,4,0,0,3,2,4,0.007827788649706457,34.97,13.2,5.467532467532467,21.0,1.4358479976654053,1.0151609778404236,1
19,5,0,23,0,12,7,4,0,5,5,4,1,0.011412268188302425,12.26,17.8,5.82,28.25,1.1184782981872559,1.0013141930103302,1
8,1,0,40,0,9,7,4,0,1,2,3,4,0.006644518272425249,48.84,12.0,5.488888888888889,25.75,1.3094120025634766,1.070164978504181,1
18,7,0,49,0,9,10,5,0,6,3,7,18,0.007157464212678937,32.36,16.2,5.26797385620915,33.6,1.2482513189315796,1.1663342714309692,1
9,2,0,29,1,9,3,4,1,3,2,5,5,0.006622516556291391,31.72,14.4,5.4945054945054945,24.75,1.1694880723953247,1.0669267177581787,1
16,3,0,23,0,8,6,3,0,1,0,3,1,0.005226480836236934,10.23,18.5,5.901234567901234,30.0,1.1800836324691772,1.0024979909261067,1
4,1,0,17,3,9,2,3,1,1,3,3,3,0.02591792656587473,8.88,17.0,6.377049180327869,22.666666666666668,1.311780571937561,1.0702263514200847,1
18,3,0,24,0,14,7,5,0,0,2,6,10,0.028602860286028604,12.87,17.5,6.254098360655738,28.0,1.2916259765625,1.0329440116882325,1
15,8,0,36,0,11,8,5,4,2,0,4,3,0.01098901098901099,33.44,13.8,5.564814814814815,25.0,1.2263314723968506,1.0196001768112182,1
13,9,0,34,0,13,8,5,0,1,1,6,6,0.00589622641509434,29.59,15.2,5.632,28.0,1.1262489557266235,1.0102221012115478,1
14,1,0,25,1,5,6,4,1,1,1,3,2,0.0392156862745098,23.97,15.3,5.75,25.25,1.2850511074066162,1.0562438666820526,1
0,0,0,10,0,7,1,2,0,1,0,1,5,0.00881057268722467,74.02,8.5,3.8444444444444446,24.0,1.4069926738739014,1.0016021728515625,1
9,3,0,23,0,9,3,4,2,1,2,2,0,0.01764705882352941,42.41,12.4,4.9879518072289155,23.0,1.2133768796920776,1.0057134628295898,1
10,4,0,27,0,9,3,4,0,1,3,4,5,0.029462738301559793,32.73,14.0,5.534883720930233,23.75,1.2868990898132324,1.5866713225841522,1
9,3,0,22,0,11,1,3,2,0,2,2,2,0.006224066390041493,40.38,13.2,5.742857142857143,25.666666666666668,1.1790066957473755,1.001614252726237,1
3,3,0,21,0,8,1,3,2,0,1,2,4,0.013605442176870748,9.89,16.6,6.288135593220339,22.0,1.2183573246002197,1.0022590557734172,1
12,3,0,31,0,9,6,4,2,1,0,5,6,0.006172839506172839,31.41,14.5,5.73404255319149,26.5,1.2862401008605957,1.0383139550685883,1
7,3,0,14,2,6,1,3,0,2,1,1,2,0.013404825737265416,11.92,15.8,5.980769230769231,19.0,1.3964990377426147,1.0460095405578613,1
10,3,0,38,3,11,6,4,0,2,2,5,4,0.005714285714285714,34.29,15.5,4.956521739130435,31.5,1.2109593152999878,1.0664546489715576,1
10,3,0,33,0,6,10,4,1,1,1,3,1,0.013133208255159476,52.19,10.7,5.564102564102564,23.75,1.341625690460205,1.1898229718208313,1
30,5,0,69,0,15,12,8,0,7,1,6,15,0.009922041105598866,27.56,16.0,5.441860465116279,29.625,1.091965913772583,1.0950042754411697,1
13,5,0,26,0,12,2,4,0,0,2,4,2,0.0121580547112462,45.59,13.2,5.333333333333333,27.0,1.1410112380981445,1.0007924437522888,1
13,2,0,17,0,8,2,3,0,1,0,3,5,0.006237006237006237,38.96,13.7,5.619718309859155,25.333333333333332,1.1791572570800781,1.1046511332194011,1
10,8,0,35,0,15,5,5,2,4,3,2,4,0.01020408163265306,31.41,14.5,5.555555555555555,26.2,1.1217138767242432,1.089053249359131,1
6,1,0,24,0,12,5,4,0,1,0,3,4,0.007079646017699115,17.03,15.9,5.790123456790123,22.5,1.356174111366272,1.0057078301906586,1
14,6,0,32,0,14,6,5,0,0,0,6,4,0.007022471910112359,42.72,12.3,5.891089108910891,22.4,1.2352079153060913,1.0556067943572998,1
13,4,0,35,0,14,7,4,1,3,1,7,9,0.020151133501259445,41.23,14.9,5.441666666666666,34.0,1.1164344549179077,1.0036341547966003,1
13,2,0,33,0,9,5,4,0,0,0,6,6,0.015600624024960999,30.4,14.9,5.36734693877551,28.0,1.2244956493377686,1.0248079597949982,1
10,1,0,27,0,10,2,3,6,2,2,3,0,0.00631578947368421,23.77,15.4,5.283783783783784,28.666666666666668,1.412448763847351,1.0931291182835896,1
10,5,0,19,0,11,3,3,1,1,3,3,4,0.04308797127468582,27.15,16.2,5.597560975609756,31.0,1.1448723077774048,1.0641425053278606,1
14,4,0,28,0,12,5,4,0,1,1,7,5,0.005847953216374269,28.88,15.5,5.623762376237623,27.5,1.268791913986206,1.053751289844513,1
10,2,0,29,0,14,4,4,0,0,1,5,6,0.0070052539404553416,48.84,12.0,5.188888888888889,24.75,1.1625193357467651,1.0015344023704529,1
8,4,0,20,0,6,4,4,0,0,3,5,7,0.008547008547008548,53.71,10.1,5.485714285714286,19.5,1.3225528001785278,1.058897852897644,1
6,4,0,28,0,13,6,4,0,4,3,1,4,0.007204610951008645,28.88,15.5,5.485714285714286,29.0,1.1761075258255005,1.0035702288150787,1
15,2,0,25,0,6,5,4,0,0,1,3,1,0.00749063670411985,35.47,13.0,5.92,21.0,1.3883000612258911,1.044952392578125,1
9,2,0,25,1,8,2,4,1,0,3,1,0,0.007736943907156673,27.32,14.0,5.733333333333333,20.5,1.3350868225097656,1.07061105966568,1
17,1,0,17,0,12,1,3,0,1,2,0,1,0.01098901098901099,5.83,18.2,6.739130434782608,25.0,1.1523650884628296,1.0693717400232952,1
10,3,0,24,0,8,3,3,0,1,1,3,4,0.01949317738791423,29.89,15.1,5.77027027027027,27.0,1.168472409248352,1.1036365032196045,1
13,9,0,39,0,13,5,4,3,1,4,3,3,0.004895960832313341,10.43,18.5,6.290909090909091,30.5,1.1194946765899658,1.0024502277374268,1
12,4,0,33,0,12,9,4,0,3,2,0,3,0.00967741935483871,22.45,15.9,5.462365591397849,26.5,1.2781813144683838,1.0017235577106476,1
13,5,0,19,0,2,6,4,0,1,2,2,6,0.009280742459396751,39.97,13.3,5.102941176470588,19.5,1.2644134759902954,1.0049343407154083,1
12,4,0,22,4,13,1,4,0,1,4,3,1,0.0457516339869281,44.54,11.6,5.456521739130435,26.25,1.12735116481781,1.0499649941921234,1
10,6,0,33,0,14,5,6,1,3,2,2,3,0.008391608391608392,33.65,13.7,5.711538461538462,19.333333333333332,1.1220873594284058,1.3082176446914673,1
11,2,0,36,1,12,11,4,3,1,2,7,7,0.01361573373676248,37.84,14.1,5.203883495145631,30.75,1.238343596458435,1.0586614608764648,1
4,3,0,24,0,10,3,3,1,6,0,2,5,0.006607929515418502,45.8,13.2,4.688311688311688,29.333333333333332,1.1686500310897827,1.112995942433675,1
10,3,0,21,0,7,3,4,0,1,3,2,6,0.007326007326007326,27.01,14.2,6.1066666666666665,20.5,1.2643141746520996,1.0673464238643646,1
14,1,0,23,0,6,4,4,0,0,1,2,10,0.0076045627376425855,34.76,13.3,5.564102564102564,21.5,1.3345974683761597,1.0462799668312073,1
8,2,0,22,0,11,2,4,0,1,1,4,10,0.007079646017699115,40.18,13.2,5.144444444444445,24.0,1.2491555213928223,1.0267082452774048,1
17,2,0,29,0,14,4,4,2,1,0,4,7,0.01910828025477707,27.62,13.9,5.90990990990991,31.25,1.0847549438476562,1.0448952615261078,1
7,4,0,24,0,7,3,4,0,0,1,2,5,0.014652014652014652,25.49,14.7,5.512195121951219,22.25,1.214363932609558,1.0022840797901154,1
13,5,0,24,1,4,7,3,2,0,0,5,3,0.006396588486140725,23.05,15.7,5.4714285714285715,27.333333333333332,1.3515362739562988,1.203538179397583,1
13,7,0,25,0,10,8,3,0,1,1,3,3,0.005338078291814947,20.39,20.8,5.423529411764706,32.0,1.205088496208191,1.4461015860239665,1
13,3,0,31,1,11,4,4,2,6,4,4,4,0.03896103896103896,35.1,15.2,4.964601769911504,32.25,1.2166993618011475,1.5499271750450134,1
13,2,0,21,0,7,4,4,4,0,1,3,2,0.01996007984031936,28.54,13.6,5.671232876712328,21.25,1.4133492708206177,1.07436603307724,1
16,4,0,40,1,14,6,6,1,2,0,4,8,0.00718562874251497,41.19,12.9,5.244274809160306,24.0,1.088043212890625,1.1140982906023662,1
9,2,0,12,0,5,2,3,1,1,1,1,0,0.009259259259259259,39.03,11.6,5.659574468085107,17.666666666666668,1.284110188484192,1.0012098948160808,1
7,2,0,24,0,8,5,3,1,1,0,1,0,0.006944444444444444,17.64,15.7,5.852459016393443,23.666666666666668,1.230791449546814,1.001092513402303,1
22,3,0,57,0,26,5,12,2,6,10,8,15,0.03526093088857546,35.78,12.9,5.082608695652174,20.916666666666668,1.0572328567504883,1.1506414512793224,1
9,2,0,21,0,7,11,3,0,0,0,0,0,0.008152173913043478,29.14,13.3,5.96,21.333333333333332,1.4853131771087646,1.1355802615483601,1
10,2,0,14,0,6,3,3,0,4,3,0,0,0.048728813559322036,23.77,15.4,5.909090909090909,25.333333333333332,1.1624655723571777,1.031968355178833,1
14,6,0,35,0,8,4,5,0,1,2,10,12,0.007716049382716049,49.75,11.6,4.91588785046729,23.2,1.2955942153930664,1.115421223640442,1
21,2,0,50,0,12,7,5,1,1,1,8,6,0.005040322580645161,10.03,18.6,6.065217391304348,30.2,1.0833008289337158,1.0006028652191161,1
5,0,0,24,0,8,3,2,0,0,0,3,6,0.004629629629629629,28.51,17.7,5.1911764705882355,36.5,1.2412147521972656,1.0075108408927917,1
5,4,0,26,0,13,2,4,1,0,1,2,5,0.006568144499178982,48.84,12.0,5.571428571428571,24.5,1.185498595237732,1.0018350481987,1
18,3,0,31,0,11,7,4,1,1,1,1,0,0.006069802731411229,15.31,16.6,6.191011235955056,25.75,1.1753439903259277,1.0648295879364014,1
11,7,0,27,1,16,4,4,0,2,2,2,3,0.005547850208044383,27.66,16.0,5.669811320754717,28.5,1.1357612609863281,1.1195768415927887,1
11,4,0,33,0,10,3,4,0,2,5,1,1,0.006211180124223602,29.38,15.3,5.373737373737374,26.5,1.1452399492263794,1.0445048213005066,1
16,2,0,27,0,17,2,5,0,0,1,4,3,0.0064516129032258064,24.37,15.2,6.121495327102804,22.8,1.1411795616149902,1.0013384819030762,1
15,2,0,26,0,7,3,3,0,1,1,2,5,0.024469820554649267,9.93,18.7,6.304878048780488,30.0,1.2362604141235352,1.0980520645777385,1
21,4,0,33,0,13,5,4,0,1,4,1,0,0.005502063273727648,34.6,15.4,5.357142857142857,30.25,1.2548006772994995,1.013762205839157,1
14,4,0,18,0,10,1,4,0,3,1,3,2,0.006944444444444444,48.64,12.1,5.277777777777778,23.75,1.139204502105713,1.0427080690860748,1
13,4,0,15,0,7,3,4,0,1,1,2,6,0.008791208791208791,36.79,12.5,5.314285714285714,19.25,1.2836885452270508,1.0779229402542114,1
11,2,0,30,0,17,2,4,0,1,6,3,6,0.013458950201884253,33.07,16.0,5.161016949152542,32.0,1.1188119649887085,1.267852783203125,1
12,2,0,27,0,7,1,3,1,3,1,5,7,0.00528169014084507,26.44,16.5,5.576470588235294,30.0,1.3098194599151611,1.1984423796335857,1
9,1,0,37,0,11,5,4,0,1,3,4,8,0.005813953488372093,36.63,14.6,5.471153846153846,28.25,1.1358871459960938,1.2321372330188751,1
14,6,0,29,0,10,7,4,3,2,2,4,7,0.005780346820809248,27.86,15.9,5.201834862385321,30.75,1.1715630292892456,1.0184184610843658,1
11,0,0,14,0,5,2,3,0,3,0,1,0,0.008021390374331552,11.92,15.8,6.117647058823529,18.666666666666668,1.4708303213119507,1.0596065123875935,1
15,1,0,30,0,10,7,3,2,0,6,3,6,0.011747430249632892,13.31,19.4,5.707070707070707,37.333333333333336,1.1818450689315796,1.1495901346206665,1
10,5,0,26,1,8,5,3,0,1,2,2,5,0.00546448087431694,19.71,17.0,5.6419753086419755,29.666666666666668,1.1721713542938232,1.0021983782450359,1
10,2,0,29,0,9,4,4,0,2,0,5,2,0.007220216606498195,41.4,12.8,5.352941176470588,23.25,1.302750825881958,1.1953105330467224,1
8,7,0,21,1,10,3,3,0,2,2,5,7,0.012867647058823529,35.31,15.1,5.487804878048781,29.333333333333332,1.1774331331253052,1.1433869202931721,1
16,3,0,28,1,8,5,4,0,1,1,4,9,0.0061162079510703364,21.74,16.2,5.474747474747475,27.25,1.1273943185806274,1.0080519020557404,1
12,5,0,34,0,13,7,4,0,6,3,5,0,0.01584786053882726,37.34,14.3,4.980582524271845,28.5,1.1122797727584839,1.010806143283844,1
15,4,0,28,1,13,5,4,0,2,2,1,4,0.03254437869822485,37.34,14.3,5.450980392156863,28.75,1.1104344129562378,1.0587836802005768,1
